first_name,last_name,gender,major,year,email,dollar_limit,prob_of_activity,prob_of_comment,prob_of_like,ethnicity,age,image_url
brent,alexander,male,Mech,Grad,brent.alexander14@example.com,7,0.2009,0.5506,0.3012,Human,21,http://api.randomuser.me/portraits/thumb/men/38.jpg
maurice,mills,male,ECE,Junior,maurice.mills97@example.com,6,0.1946,0.5881,0.9986,Human,22,http://api.randomuser.me/portraits/thumb/men/38.jpg
joan,diaz,female,ECE,Senior,joan.diaz42@example.com,7,0.2725,0.4693,0.6738,Martian,28,http://api.randomuser.me/portraits/thumb/women/89.jpg
raymond,henry,male,Aerospace,Junior,raymond.henry36@example.com,6,0.4805,0.0621,0.176,Martian,24,http://api.randomuser.me/portraits/thumb/men/38.jpg
carlos,webb,male,Media,Freshman,carlos.webb69@example.com,11,0.4161,0.509,0.5397,Martian,21,http://api.randomuser.me/portraits/thumb/men/38.jpg
gavin,ward,male,CS,Junior,gavin.ward24@example.com,6,0.4627,0.0868,0.4637,Human,19,http://api.randomuser.me/portraits/thumb/men/38.jpg
megan,rodriquez,female,Aerospace,PhD,megan.rodriquez86@example.com,6,0.3368,0.061,0.6076,Romulan,29,http://api.randomuser.me/portraits/thumb/women/79.jpg
joel,rodriquez,male,Media,Freshman,joel.rodriquez61@example.com,11,0.4343,0.173,0.3536,Martian,22,http://api.randomuser.me/portraits/thumb/men/38.jpg
irma,sanders,female,Mech,PhD,irma.sanders49@example.com,11,0.1276,0.4007,0.6312,Human,24,http://api.randomuser.me/portraits/thumb/women/84.jpg
ted,lynch,male,Civil,PhD,ted.lynch24@example.com,11,0.0315,0.2844,0.7852,Romulan,19,http://api.randomuser.me/portraits/thumb/men/39.jpg
jack,hawkins,male,ECE,Grad,jack.hawkins84@example.com,9,0.2893,0.1477,0.1098,Klingon,23,http://api.randomuser.me/portraits/thumb/men/39.jpg
andy,williams,male,Media,PhD,andy.williams60@example.com,7,0.0505,0.6186,0.0584,Klingon,28,http://api.randomuser.me/portraits/thumb/men/39.jpg
erik,banks,male,Mech,Freshman,erik.banks86@example.com,5,0.294,0.4081,0.7637,Martian,28,http://api.randomuser.me/portraits/thumb/men/39.jpg
leon,lowe,male,Media,Senior,leon.lowe12@example.com,6,0.0605,0.2336,0.7768,Martian,28,http://api.randomuser.me/portraits/thumb/men/39.jpg
benjamin,franklin,male,Aerospace,Junior,benjamin.franklin42@example.com,10,0.0151,0.2342,0.2203,Klingon,27,http://api.randomuser.me/portraits/thumb/men/39.jpg
rita,herrera,female,ECE,Sophomore,rita.herrera36@example.com,9,0.4063,0.1824,0.6708,Vulcan,23,http://api.randomuser.me/portraits/thumb/women/13.jpg
hugh,beck,male,Architecture,Sophomore,hugh.beck68@example.com,11,0.0686,0.3329,0.1276,Vulcan,22,http://api.randomuser.me/portraits/thumb/men/39.jpg
cindy,wheeler,female,Mech,PhD,cindy.wheeler55@example.com,6,0.3927,0.2008,0.4954,Vulcan,25,http://api.randomuser.me/portraits/thumb/women/5.jpg
mark,lambert,male,ECE,Freshman,mark.lambert50@example.com,11,0.2204,0.0011,0.511,Martian,21,http://api.randomuser.me/portraits/thumb/men/39.jpg
reginald,brewer,male,Aerospace,Grad,reginald.brewer36@example.com,7,0.0415,0.3382,0.8139,Martian,20,http://api.randomuser.me/portraits/thumb/men/39.jpg
carmen,anderson,female,Media,Freshman,carmen.anderson35@example.com,8,0.4931,0.3303,0.408,Human,27,http://api.randomuser.me/portraits/thumb/women/72.jpg
henry,lucas,male,Architecture,Junior,henry.lucas82@example.com,10,0.1837,0.2131,0.1677,Klingon,26,http://api.randomuser.me/portraits/thumb/men/39.jpg
allen,brooks,male,ECE,Grad,allen.brooks64@example.com,7,0.305,0.5222,0.4082,Klingon,22,http://api.randomuser.me/portraits/thumb/men/39.jpg
timmothy,watson,male,Aerospace,Freshman,timmothy.watson61@example.com,11,0.424,0.213,0.7999,Martian,27,http://api.randomuser.me/portraits/thumb/men/39.jpg
becky,adams,female,CS,Sophomore,becky.adams50@example.com,7,0.3709,0.0469,0.6554,Romulan,17,http://api.randomuser.me/portraits/thumb/women/66.jpg
dawn,cole,female,Architecture,PhD,dawn.cole83@example.com,7,0.308,0.2725,0.6923,Martian,23,http://api.randomuser.me/portraits/thumb/women/36.jpg
liam,beck,male,Aerospace,Sophomore,liam.beck43@example.com,9,0.1185,0.1518,0.8571,Martian,24,http://api.randomuser.me/portraits/thumb/men/39.jpg
eddie,bates,male,Aerospace,Sophomore,eddie.bates40@example.com,9,0.1988,0.4692,0.8169,Martian,18,http://api.randomuser.me/portraits/thumb/men/39.jpg
paula,watson,female,Media,Junior,paula.watson30@example.com,7,0.1724,0.4244,0.6458,Klingon,25,http://api.randomuser.me/portraits/thumb/women/57.jpg
dwayne,rivera,male,Civil,Senior,dwayne.rivera19@example.com,5,0.4152,0.3667,0.4503,Romulan,22,http://api.randomuser.me/portraits/thumb/men/39.jpg
adam,burke,male,Aerospace,Grad,adam.burke61@example.com,11,0.4928,0.6139,0.2561,Human,26,http://api.randomuser.me/portraits/thumb/men/39.jpg
emma,may,female,Aerospace,PhD,emma.may88@example.com,8,0.1907,0.3351,0.6917,Human,23,http://api.randomuser.me/portraits/thumb/women/27.jpg
clyde,robinson,male,CS,Freshman,clyde.robinson63@example.com,10,0.1763,0.4656,0.7718,Klingon,29,http://api.randomuser.me/portraits/thumb/men/39.jpg
marcus,harper,male,Architecture,PhD,marcus.harper68@example.com,9,0.1375,0.3825,0.757,Klingon,27,http://api.randomuser.me/portraits/thumb/men/39.jpg
vincent,perez,male,Architecture,Junior,vincent.perez47@example.com,11,0.0201,0.657,0.2129,Martian,21,http://api.randomuser.me/portraits/thumb/men/39.jpg
corey,lewis,male,CS,Sophomore,corey.lewis39@example.com,9,0.47,0.1601,0.5048,Vulcan,27,http://api.randomuser.me/portraits/thumb/men/39.jpg
herman,nguyen,male,Architecture,Freshman,herman.nguyen31@example.com,9,0.3567,0.0189,0.7658,Human,22,http://api.randomuser.me/portraits/thumb/men/39.jpg
colleen,matthews,female,ECE,Junior,colleen.matthews64@example.com,7,0.1392,0.6774,0.3589,Human,22,http://api.randomuser.me/portraits/thumb/women/45.jpg
jar,gonzales,male,Mech,Sophomore,jar.gonzales59@example.com,7,0.0262,0.253,0.8634,Klingon,26,http://api.randomuser.me/portraits/thumb/men/39.jpg
hazel,cooper,female,Architecture,Freshman,hazel.cooper59@example.com,8,0.3514,0.6138,0.0941,Vulcan,19,http://api.randomuser.me/portraits/thumb/women/93.jpg
stephanie,wright,female,Media,Sophomore,stephanie.wright94@example.com,7,0.006,0.6139,0.2341,Romulan,26,http://api.randomuser.me/portraits/thumb/women/64.jpg
lynn,gray,female,Architecture,Senior,lynn.gray79@example.com,5,0.1304,0.6767,0.1249,Martian,18,http://api.randomuser.me/portraits/thumb/women/34.jpg
alicia,holmes,female,Aerospace,Sophomore,alicia.holmes58@example.com,7,0.455,0.0147,0.4207,Romulan,28,http://api.randomuser.me/portraits/thumb/women/33.jpg
tommy,powell,male,Architecture,Senior,tommy.powell89@example.com,10,0.4796,0.3288,0.9356,Romulan,25,http://api.randomuser.me/portraits/thumb/men/4.jpg
arnold,fernandez,male,Aerospace,PhD,arnold.fernandez64@example.com,5,0.3983,0.2018,0.8335,Klingon,17,http://api.randomuser.me/portraits/thumb/men/4.jpg
william,lawrence,male,Civil,Freshman,william.lawrence49@example.com,11,0.0813,0.2255,0.0058,Human,21,http://api.randomuser.me/portraits/thumb/men/4.jpg
dale,bennett,male,Aerospace,PhD,dale.bennett82@example.com,5,0.4064,0.305,0.6734,Vulcan,21,http://api.randomuser.me/portraits/thumb/men/4.jpg
erik,mendoza,male,ECE,Senior,erik.mendoza53@example.com,6,0.4383,0.4955,0.7769,Vulcan,22,http://api.randomuser.me/portraits/thumb/men/4.jpg
owen,mcdonalid,male,ECE,PhD,owen.mcdonalid90@example.com,11,0.4233,0.4514,0.2949,Romulan,24,http://api.randomuser.me/portraits/thumb/men/4.jpg
kathy,gibson,female,Aerospace,Grad,kathy.gibson86@example.com,6,0.3685,0.1522,0.9225,Romulan,24,http://api.randomuser.me/portraits/thumb/women/64.jpg
kylie,russell,female,Civil,Grad,kylie.russell39@example.com,6,0.278,0.4051,0.425,Klingon,18,http://api.randomuser.me/portraits/thumb/women/86.jpg
terra,carroll,female,Mech,Grad,terra.carroll47@example.com,5,0.1667,0.4615,0.9905,Human,18,http://api.randomuser.me/portraits/thumb/women/92.jpg
gina,white,female,CS,Senior,gina.white35@example.com,6,0.2734,0.1183,0.3929,Martian,27,http://api.randomuser.me/portraits/thumb/women/46.jpg
brian,terry,male,ECE,Grad,brian.terry53@example.com,5,0.3913,0.2103,0.2222,Human,19,http://api.randomuser.me/portraits/thumb/men/4.jpg
beverley,ward,female,ECE,Junior,beverley.ward15@example.com,11,0.4555,0.5093,0.0509,Martian,27,http://api.randomuser.me/portraits/thumb/women/62.jpg
nicholas,davidson,male,Mech,Senior,nicholas.davidson17@example.com,11,0.4756,0.2272,0.1837,Vulcan,24,http://api.randomuser.me/portraits/thumb/men/4.jpg
javier,vasquez,male,Aerospace,Senior,javier.vasquez62@example.com,9,0.1827,0.1823,0.4121,Human,25,http://api.randomuser.me/portraits/thumb/men/4.jpg
bonnie,woods,female,Aerospace,Grad,bonnie.woods36@example.com,10,0.3403,0.4482,0.7667,Romulan,18,http://api.randomuser.me/portraits/thumb/women/73.jpg
megan,fisher,female,Aerospace,Sophomore,megan.fisher12@example.com,5,0.3706,0.1182,0.1127,Klingon,21,http://api.randomuser.me/portraits/thumb/women/15.jpg
allison,hunter,female,Civil,Freshman,allison.hunter66@example.com,7,0.2201,0.572,0.5697,Human,27,http://api.randomuser.me/portraits/thumb/women/36.jpg
dale,rodriquez,male,ECE,Grad,dale.rodriquez26@example.com,7,0.0826,0.1561,0.2646,Klingon,22,http://api.randomuser.me/portraits/thumb/men/40.jpg
ross,graves,male,Mech,PhD,ross.graves65@example.com,11,0.4033,0.2553,0.1408,Human,27,http://api.randomuser.me/portraits/thumb/men/40.jpg
gwendolyn,hanson,female,ECE,PhD,gwendolyn.hanson45@example.com,8,0.156,0.0483,0.4967,Vulcan,20,http://api.randomuser.me/portraits/thumb/women/5.jpg
gabriel,bryant,male,Civil,Grad,gabriel.bryant11@example.com,9,0.1225,0.0781,0.3918,Human,20,http://api.randomuser.me/portraits/thumb/men/40.jpg
andre,lawrence,male,Mech,Senior,andre.lawrence62@example.com,11,0.1431,0.279,0.7906,Romulan,17,http://api.randomuser.me/portraits/thumb/men/40.jpg
cameron,ellis,male,Aerospace,PhD,cameron.ellis70@example.com,10,0.319,0.2091,0.669,Vulcan,19,http://api.randomuser.me/portraits/thumb/men/40.jpg
kathryn,kim,female,Civil,Grad,kathryn.kim62@example.com,8,0.3224,0.5017,0.327,Martian,22,http://api.randomuser.me/portraits/thumb/women/47.jpg
nathan,cook,male,ECE,Freshman,nathan.cook75@example.com,5,0.055,0.4536,0.0018,Romulan,19,http://api.randomuser.me/portraits/thumb/men/40.jpg
andy,jensen,male,Aerospace,Senior,andy.jensen69@example.com,5,0.4296,0.3251,0.8318,Klingon,23,http://api.randomuser.me/portraits/thumb/men/40.jpg
elaine,alexander,female,Media,Junior,elaine.alexander78@example.com,7,0.4353,0.5197,0.0759,Romulan,28,http://api.randomuser.me/portraits/thumb/women/95.jpg
gerald,vasquez,male,Media,Senior,gerald.vasquez69@example.com,5,0.1569,0.3118,0.322,Vulcan,25,http://api.randomuser.me/portraits/thumb/men/40.jpg
seth,porter,male,Civil,PhD,seth.porter24@example.com,6,0.3886,0.4469,0.5254,Human,27,http://api.randomuser.me/portraits/thumb/men/40.jpg
glen,peters,male,Aerospace,Freshman,glen.peters55@example.com,10,0.3798,0.4843,0.4732,Vulcan,28,http://api.randomuser.me/portraits/thumb/men/40.jpg
nathaniel,hernandez,male,Aerospace,Senior,nathaniel.hernandez21@example.com,5,0.1957,0.4635,0.0545,Martian,20,http://api.randomuser.me/portraits/thumb/men/41.jpg
terrence,dunn,male,Architecture,Grad,terrence.dunn94@example.com,10,0.4397,0.0469,0.8934,Vulcan,24,http://api.randomuser.me/portraits/thumb/men/41.jpg
margie,chavez,female,Civil,Junior,margie.chavez73@example.com,11,0.4958,0.6374,0.7914,Human,29,http://api.randomuser.me/portraits/thumb/women/75.jpg
johnny,garrett,male,Architecture,Grad,johnny.garrett63@example.com,8,0.1018,0.4485,0.2057,Vulcan,24,http://api.randomuser.me/portraits/thumb/men/41.jpg
victor,wallace,male,Architecture,Grad,victor.wallace65@example.com,7,0.2871,0.6869,0.0665,Martian,24,http://api.randomuser.me/portraits/thumb/men/41.jpg
andrew,moore,male,Mech,PhD,andrew.moore99@example.com,6,0.3279,0.2843,0.5105,Human,24,http://api.randomuser.me/portraits/thumb/men/41.jpg
kenneth,morgan,male,CS,PhD,kenneth.morgan26@example.com,7,0.3849,0.5648,0.4905,Vulcan,23,http://api.randomuser.me/portraits/thumb/men/41.jpg
lynn,henry,female,Aerospace,Junior,lynn.henry67@example.com,7,0.2166,0.2897,0.2076,Vulcan,25,http://api.randomuser.me/portraits/thumb/women/62.jpg
hailey,hudson,female,Aerospace,Junior,hailey.hudson56@example.com,9,0.154,0.6074,0.4881,Human,21,http://api.randomuser.me/portraits/thumb/women/58.jpg
annette,lynch,female,Architecture,Sophomore,annette.lynch38@example.com,6,0.2056,0.3213,0.5977,Klingon,27,http://api.randomuser.me/portraits/thumb/women/6.jpg
arnold,powell,male,Mech,Grad,arnold.powell29@example.com,10,0.4397,0.6242,0.5563,Martian,20,http://api.randomuser.me/portraits/thumb/men/42.jpg
edna,pierce,female,Aerospace,Freshman,edna.pierce38@example.com,8,0.1083,0.0668,0.6906,Human,22,http://api.randomuser.me/portraits/thumb/women/72.jpg
minnie,stephens,female,CS,Senior,minnie.stephens41@example.com,11,0.2047,0.2913,0.6429,Klingon,19,http://api.randomuser.me/portraits/thumb/women/55.jpg
cherly,kelly,female,CS,Junior,cherly.kelly21@example.com,11,0.2908,0.3614,0.8063,Martian,26,http://api.randomuser.me/portraits/thumb/women/77.jpg
alice,harvey,female,ECE,Freshman,alice.harvey48@example.com,7,0.2753,0.5352,0.1088,Martian,28,http://api.randomuser.me/portraits/thumb/women/87.jpg
erin,harvey,female,Aerospace,Junior,erin.harvey26@example.com,11,0.3235,0.4943,0.5445,Romulan,20,http://api.randomuser.me/portraits/thumb/women/86.jpg
rose,powell,female,Media,Junior,rose.powell60@example.com,6,0.4898,0.0401,0.2692,Martian,25,http://api.randomuser.me/portraits/thumb/women/82.jpg
scott,terry,male,Civil,Grad,scott.terry35@example.com,5,0.4853,0.682,0.6714,Human,20,http://api.randomuser.me/portraits/thumb/men/42.jpg
ritthy,lee,male,Mech,PhD,ritthy.lee40@example.com,8,0.2023,0.5211,0.7785,Martian,19,http://api.randomuser.me/portraits/thumb/men/42.jpg
vernon,hunt,male,Civil,Freshman,vernon.hunt13@example.com,11,0.0107,0.5793,0.3722,Human,26,http://api.randomuser.me/portraits/thumb/men/42.jpg
aiden,holt,male,Aerospace,Junior,aiden.holt66@example.com,11,0.0831,0.0176,0.6913,Human,17,http://api.randomuser.me/portraits/thumb/men/42.jpg
erica,simmons,female,Architecture,Freshman,erica.simmons89@example.com,10,0.4167,0.2806,0.2276,Vulcan,19,http://api.randomuser.me/portraits/thumb/women/30.jpg
krin,scott,female,ECE,Grad,krin.scott13@example.com,9,0.0908,0.6256,0.5697,Klingon,23,http://api.randomuser.me/portraits/thumb/women/29.jpg
sara,smith,female,Media,Junior,sara.smith51@example.com,6,0.0962,0.6685,0.8644,Vulcan,21,http://api.randomuser.me/portraits/thumb/women/43.jpg
julian,griffin,male,Architecture,Junior,julian.griffin13@example.com,6,0.0375,0.2825,0.9467,Klingon,22,http://api.randomuser.me/portraits/thumb/men/42.jpg
madison,brooks,female,Aerospace,Grad,madison.brooks30@example.com,9,0.0805,0.2815,0.3174,Human,21,http://api.randomuser.me/portraits/thumb/women/11.jpg
jayden,thompson,male,Media,Sophomore,jayden.thompson72@example.com,10,0.203,0.1564,0.8136,Klingon,18,http://api.randomuser.me/portraits/thumb/men/42.jpg
craig,jenkins,male,Architecture,PhD,craig.jenkins63@example.com,10,0.1387,0.413,0.0315,Klingon,28,http://api.randomuser.me/portraits/thumb/men/42.jpg
vincent,bishop,male,Aerospace,PhD,vincent.bishop47@example.com,8,0.4667,0.1126,0.9262,Human,29,http://api.randomuser.me/portraits/thumb/men/42.jpg
adam,payne,male,Mech,Sophomore,adam.payne27@example.com,5,0.3588,0.3441,0.7731,Romulan,26,http://api.randomuser.me/portraits/thumb/men/42.jpg
salvador,owens,male,Civil,Freshman,salvador.owens73@example.com,8,0.1288,0.1974,0.1224,Martian,24,http://api.randomuser.me/portraits/thumb/men/42.jpg
gregory,sanchez,male,Media,Sophomore,gregory.sanchez82@example.com,5,0.2497,0.6712,0.5165,Human,24,http://api.randomuser.me/portraits/thumb/men/42.jpg
lucy,jacobs,female,Media,Freshman,lucy.jacobs68@example.com,8,0.0504,0.4833,0.9204,Martian,28,http://api.randomuser.me/portraits/thumb/women/21.jpg
norman,lambert,male,Media,Sophomore,norman.lambert15@example.com,8,0.4013,0.5098,0.8653,Vulcan,27,http://api.randomuser.me/portraits/thumb/men/42.jpg
gloria,chapman,female,Aerospace,Sophomore,gloria.chapman10@example.com,8,0.0994,0.1969,0.4473,Klingon,17,http://api.randomuser.me/portraits/thumb/women/38.jpg
ruben,snyder,male,Architecture,Senior,ruben.snyder63@example.com,11,0.0029,0.1946,0.6052,Romulan,19,http://api.randomuser.me/portraits/thumb/men/42.jpg
jennie,evans,female,Aerospace,Senior,jennie.evans58@example.com,6,0.2109,0.5877,0.5031,Vulcan,22,http://api.randomuser.me/portraits/thumb/women/28.jpg
brett,silva,male,Architecture,PhD,brett.silva48@example.com,7,0.1775,0.0073,0.5801,Martian,25,http://api.randomuser.me/portraits/thumb/men/42.jpg
kaylee,morrison,female,Mech,Freshman,kaylee.morrison85@example.com,8,0.0085,0.1839,0.033,Klingon,25,http://api.randomuser.me/portraits/thumb/women/14.jpg
nora,holt,female,Architecture,Freshman,nora.holt55@example.com,11,0.4072,0.6229,0.4256,Romulan,22,http://api.randomuser.me/portraits/thumb/women/79.jpg
michelle,cook,female,Civil,PhD,michelle.cook39@example.com,8,0.1011,0.2458,0.1616,Romulan,25,http://api.randomuser.me/portraits/thumb/women/18.jpg
peyton,martin,female,Media,Grad,peyton.martin28@example.com,10,0.4751,0.1185,0.0425,Klingon,29,http://api.randomuser.me/portraits/thumb/women/75.jpg
darlene,carter,female,ECE,Freshman,darlene.carter75@example.com,7,0.191,0.2258,0.53,Human,18,http://api.randomuser.me/portraits/thumb/women/50.jpg
jeanette,berry,female,Civil,Junior,jeanette.berry12@example.com,11,0.3769,0.2893,0.9823,Klingon,17,http://api.randomuser.me/portraits/thumb/women/58.jpg
wayne,simmons,male,Mech,Senior,wayne.simmons71@example.com,10,0.2953,0.4406,0.7409,Martian,17,http://api.randomuser.me/portraits/thumb/men/42.jpg
catherine,hansen,female,ECE,Junior,catherine.hansen21@example.com,11,0.4937,0.4521,0.7368,Romulan,26,http://api.randomuser.me/portraits/thumb/women/10.jpg
jane,lambert,female,Architecture,Sophomore,jane.lambert24@example.com,9,0.159,0.0079,0.7402,Vulcan,18,http://api.randomuser.me/portraits/thumb/women/54.jpg
corey,roberts,male,Media,Junior,corey.roberts10@example.com,10,0.0932,0.3369,0.2292,Human,27,http://api.randomuser.me/portraits/thumb/men/42.jpg
gene,oliver,male,Architecture,Freshman,gene.oliver95@example.com,10,0.4531,0.6434,0.8496,Human,25,http://api.randomuser.me/portraits/thumb/men/42.jpg
james,ramirez,male,Mech,Freshman,james.ramirez74@example.com,7,0.1518,0.6807,0.2071,Martian,18,http://api.randomuser.me/portraits/thumb/men/42.jpg
cassandra,black,female,Aerospace,PhD,cassandra.black87@example.com,6,0.2073,0.405,0.4712,Human,27,http://api.randomuser.me/portraits/thumb/women/23.jpg
mildred,lee,female,Architecture,PhD,mildred.lee66@example.com,10,0.421,0.1376,0.4947,Human,25,http://api.randomuser.me/portraits/thumb/women/92.jpg
rodney,rogers,male,Architecture,PhD,rodney.rogers72@example.com,6,0.3095,0.164,0.0787,Romulan,22,http://api.randomuser.me/portraits/thumb/men/42.jpg
ritthy,hansen,male,Aerospace,Junior,ritthy.hansen34@example.com,11,0.1519,0.0509,0.1076,Vulcan,26,http://api.randomuser.me/portraits/thumb/men/43.jpg
brianna,ford,female,Media,Junior,brianna.ford33@example.com,10,0.4927,0.5515,0.305,Romulan,19,http://api.randomuser.me/portraits/thumb/women/25.jpg
gina,reid,female,Architecture,Grad,gina.reid18@example.com,9,0.2965,0.124,0.2141,Human,19,http://api.randomuser.me/portraits/thumb/women/50.jpg
lena,simmmons,female,Architecture,PhD,lena.simmmons63@example.com,7,0.214,0.0121,0.6049,Martian,18,http://api.randomuser.me/portraits/thumb/women/5.jpg
kelly,boyd,male,Media,Sophomore,kelly.boyd19@example.com,11,0.4228,0.5574,0.7987,Vulcan,24,http://api.randomuser.me/portraits/thumb/men/43.jpg
virgil,hudson,male,Mech,Sophomore,virgil.hudson35@example.com,11,0.4483,0.6642,0.327,Vulcan,20,http://api.randomuser.me/portraits/thumb/men/43.jpg
brandon,palmer,male,CS,Freshman,brandon.palmer13@example.com,10,0.4595,0.5941,0.3008,Human,20,http://api.randomuser.me/portraits/thumb/men/43.jpg
